R_fighter,B_fighter,date,location,Winner,weight_class,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Kendall Grove,Tim Boetsch,5/28/2011,"Las Vegas, Nevada, USA",Blue,Middleweight,3,3,0,0,0,1,2,0,0,Orthodox,182.88,187.96,185,7,5,0,0,2,1,2,2,0,Orthodox,198.12,200.66,185,30,28
Michael McDonald,Chris Cariaso,5/28/2011,"Las Vegas, Nevada, USA",Red,Bantamweight,1,0,0,0,0,1,0,0,0,Southpaw,160.02,162.56,125,1,0,0,0,0,1,0,0,0,Orthodox,175.26,177.8,135,30,20
Cole Escovedo,Renan Barao,5/28/2011,"Las Vegas, Nevada, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,135,24,29
Jake Ellenberger,Sean Pierson,4/30/2011,"Toronto, Ontario, Canada",Red,Welterweight,1,0,0,0,0,1,0,0,0,Southpaw,182.88,193.04,170,3,1,0,0,1,0,1,0,1,Orthodox,175.26,180.34,170,35,26
Vladimir Matyushenko,Jason Brilz,4/30/2011,"Toronto, Ontario, Canada",Red,LightHeavyweight,3,2,0,0,0,2,1,0,0,Orthodox,180.34,180.34,205,6,3,0,0,1,3,2,0,0,Orthodox,182.88,187.96,205,35,40
Mark Bocek,Benson Henderson,4/30/2011,"Toronto, Ontario, Canada",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,170,5,3,0,0,0,1,0,4,0,Orthodox,172.72,190.5,155,27,29
Georges St-Pierre,Jake Shields,4/30/2011,"Toronto, Ontario, Canada",Red,Welterweight,1,0,0,0,1,0,0,0,0,Orthodox,182.88,182.88,170,15,2,0,0,1,7,5,2,0,Orthodox,180.34,193.04,185,32,29
Jose Aldo,Mark Hominick,4/30/2011,"Toronto, Ontario, Canada",Red,Featherweight,3,0,0,0,0,1,1,1,0,Orthodox,172.72,172.72,145,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,28,24
Daniel Roberts,Claude Patrick,4/30/2011,"Toronto, Ontario, Canada",Blue,Welterweight,2,0,0,0,0,1,0,1,0,Orthodox,180.34,190.5,170,3,1,0,0,1,0,0,2,0,Southpaw,177.8,187.96,170,30,30
Lyoto Machida,Randy Couture,4/30/2011,"Toronto, Ontario, Canada",Red,LightHeavyweight,16,7,0,1,0,4,6,4,1,Orthodox,185.42,190.5,205,8,2,0,0,0,5,2,1,0,Southpaw,185.42,187.96,185,47,32
Nate Diaz,Rory MacDonald,4/30/2011,"Toronto, Ontario, Canada",Blue,Welterweight,1,1,0,0,0,0,0,1,0,Orthodox,182.88,193.04,170,8,4,0,0,1,0,1,6,0,Southpaw,182.88,193.04,170,21,26
Yves Jabouin,Pablo Garza,4/30/2011,"Toronto, Ontario, Canada",Blue,Featherweight,1,0,0,0,0,0,1,0,0,Orthodox,185.42,185.42,145,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,135,27,31
Ivan Menjivar,Charlie Valencia,4/30/2011,"Toronto, Ontario, Canada",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,135,0,1,0,0,0,0,0,0,0,Orthodox,167.64,162.56,145,36,28
Jason MacDonald,Ryan Jensen,4/30/2011,"Toronto, Ontario, Canada",Red,Middleweight,2,5,0,0,0,0,0,2,0,Orthodox,185.42,193.04,185,5,6,0,0,0,0,2,3,0,Orthodox,190.5,203.2,185,33,35
John Makdessi,Kyle Watson,4/30/2011,"Toronto, Ontario, Canada",Red,Lightweight,1,0,0,0,0,1,0,0,0,Southpaw,182.88,,155,1,0,0,0,0,1,0,0,0,Orthodox,172.72,172.72,155,31,25
DaMarques Johnson,Amir Sadollah,3/26/2011,"Seattle, Washington, USA",Blue,Welterweight,4,2,0,0,0,3,0,1,0,Orthodox,177.8,190.5,170,3,2,0,0,0,0,1,2,0,Orthodox,185.42,190.5,170,30,28
Anthony Johnson,Dan Hardy,3/26/2011,"Seattle, Washington, USA",Red,Welterweight,4,2,0,0,2,1,1,0,0,Orthodox,182.88,187.96,170,5,3,0,0,0,0,5,0,0,Orthodox,187.96,198.12,205,28,27
Chan Sung Jung,Leonard Garcia,3/26/2011,"Seattle, Washington, USA",Red,Featherweight,2,2,0,0,1,0,0,1,0,Orthodox,177.8,172.72,145,0,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,31,24
John Hathaway,Kris McCray,3/26/2011,"Seattle, Washington, USA",Red,Welterweight,0,2,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,4,1,0,0,0,3,1,0,0,Orthodox,185.42,190.5,170,29,23
Alex Caceres,Mackens Semerzier,3/26/2011,"Seattle, Washington, USA",Blue,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,145,30,22
Jon Madsen,Mike Russow,3/26/2011,"Seattle, Washington, USA",Blue,Heavyweight,2,0,0,0,0,1,1,0,0,Orthodox,185.42,185.42,255,4,0,0,0,1,2,1,0,0,Orthodox,182.88,182.88,240,34,31
Michael McDonald,Edwin Figueroa,3/26/2011,"Seattle, Washington, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,135,26,20
Phil Davis,Rogerio Nogueira,3/26/2011,"Seattle, Washington, USA",Red,LightHeavyweight,2,1,0,0,1,0,1,0,0,Southpaw,187.96,190.5,205,4,0,0,0,0,2,0,2,0,Orthodox,187.96,200.66,205,34,26
Johny Hendricks,TJ Waldburger,3/26/2011,"Seattle, Washington, USA",Red,Welterweight,1,0,0,0,0,1,0,0,0,Orthodox,180.34,190.5,170,4,1,0,1,0,1,2,0,0,Southpaw,175.26,175.26,185,22,27
Mario Miranda,Aaron Simpson,3/26/2011,"Seattle, Washington, USA",Blue,Middleweight,3,2,0,0,1,0,2,0,0,Orthodox,182.88,185.42,170,1,2,0,0,0,0,1,0,0,Orthodox,190.5,187.96,185,36,31
Sean McCorkle,Christian Morecraft,3/26/2011,"Seattle, Washington, USA",Blue,Heavyweight,0,1,0,0,0,0,0,0,0,Orthodox,198.12,205.74,260,1,1,0,0,0,0,0,1,0,Orthodox,200.66,205.74,265,24,34
Waylon Lowe,Nik Lentz,3/26/2011,"Seattle, Washington, USA",Blue,Lightweight,4,1,0,0,1,3,0,0,0,Orthodox,172.72,172.72,145,2,1,0,0,1,1,0,0,0,Southpaw,170.18,,145,26,30
Luiz Cane,Eliot Marshall,3/19/2011,"Newark, New Jersey, USA",Red,LightHeavyweight,3,1,0,0,1,1,0,1,0,Orthodox,187.96,195.58,205,3,3,0,0,0,1,2,0,0,Southpaw,187.96,195.58,185,30,29
Urijah Faber,Eddie Wineland,3/19/2011,"Newark, New Jersey, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,26,31
Dan Miller,Nate Marquardt,3/19/2011,"Newark, New Jersey, USA",Blue,Middleweight,9,4,0,0,0,3,4,2,0,Orthodox,182.88,187.96,185,5,3,0,0,1,1,0,3,0,Orthodox,185.42,187.96,185,31,29
Jim Miller,Kamal Shalorus,3/19/2011,"Newark, New Jersey, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,8,1,0,0,0,4,1,3,0,Southpaw,172.72,180.34,155,38,27
Edson Barboza,Anthony Njokuani,3/19/2011,"Newark, New Jersey, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,155,1,0,0,0,0,0,1,0,0,Orthodox,180.34,190.5,145,31,25
Mauricio Rua,Jon Jones,3/19/2011,"Newark, New Jersey, USA",Blue,LightHeavyweight,6,1,0,0,0,2,2,2,0,Orthodox,193.04,213.36,205,3,2,0,0,0,0,3,0,0,Orthodox,185.42,193.04,205,23,29
Mirko Filipovic,Brendan Schaub,3/19/2011,"Newark, New Jersey, USA",Blue,Heavyweight,3,1,0,0,0,1,2,0,0,Orthodox,193.04,198.12,245,4,4,0,0,0,0,2,1,1,Southpaw,187.96,185.42,230,28,36
Ricardo Almeida,Mike Pyle,3/19/2011,"Newark, New Jersey, USA",Blue,Welterweight,3,2,0,0,0,1,0,2,0,Orthodox,182.88,187.96,170,6,4,0,0,0,3,0,3,0,Orthodox,182.88,187.96,170,35,34
Joseph Benavidez,Ian Loveland,3/19/2011,"Newark, New Jersey, USA",Red,Bantamweight,1,0,0,0,0,1,0,0,0,Orthodox,172.72,,145,0,0,0,0,0,0,0,0,0,Southpaw,162.56,165.1,125,27,26
Kurt Pellegrino,Gleison Tibau,3/19/2011,"Newark, New Jersey, USA",Blue,Lightweight,7,5,0,0,0,4,1,2,0,Southpaw,177.8,180.34,155,7,4,0,0,0,2,1,4,0,Orthodox,172.72,177.8,155,27,31
Erik Koch,Raphael Assuncao,3/19/2011,"Newark, New Jersey, USA",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,135,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,170,28,22
Constantinos Philippou,Nick Catone,3/19/2011,"Newark, New Jersey, USA",Blue,CatchWeight,2,2,0,0,1,0,0,1,0,Southpaw,182.88,182.88,185,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,185,29,31
Alessio Sakara,Chris Weidman,3/3/2011,"Louisville, Kentucky, USA",Blue,Middleweight,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,185,6,5,0,0,1,1,4,0,0,Orthodox,182.88,182.88,185,26,29
Joe Stevenson,Danny Castillo,3/3/2011,"Louisville, Kentucky, USA",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,8,6,0,0,0,3,1,3,1,Orthodox,170.18,177.8,145,31,28
Brian Bowles,Damacio Page,3/3/2011,"Louisville, Kentucky, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,28,30
Steve Cantwell,Cyrille Diabate,3/3/2011,"Louisville, Kentucky, USA",Blue,LightHeavyweight,1,1,0,0,0,0,1,0,0,Southpaw,198.12,205.74,205,1,2,0,0,0,0,0,1,0,Orthodox,187.96,190.5,185,37,24
Diego Sanchez,Martin Kampmann,3/3/2011,"Louisville, Kentucky, USA",Red,Welterweight,8,3,0,0,1,2,1,4,0,Orthodox,182.88,182.88,170,11,4,0,0,1,5,5,0,0,Southpaw,177.8,182.88,170,28,29
Thiago Tavares,Shane Roller,3/3/2011,"Louisville, Kentucky, USA",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,5,4,0,0,0,3,0,2,0,Orthodox,170.18,177.8,145,31,26
Takeya Mizugaki,Reuben Duran,3/3/2011,"Louisville, Kentucky, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,135,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,27,27
CB Dollaway,Mark Munoz,3/3/2011,"Louisville, Kentucky, USA",Blue,Middleweight,4,2,0,0,1,1,2,0,0,Orthodox,182.88,180.34,185,5,2,0,0,0,2,1,2,0,Orthodox,187.96,193.04,185,33,27
Rob Kimmons,Dongi Yang,3/3/2011,"Louisville, Kentucky, USA",Blue,Middleweight,0,1,0,0,0,0,0,0,0,Southpaw,177.8,185.42,185,3,3,0,0,0,1,0,2,0,Orthodox,177.8,185.42,185,26,30
Igor Pokrajac,Todd Brown,3/3/2011,"Louisville, Kentucky, USA",Red,LightHeavyweight,0,1,0,0,0,0,0,0,0,Orthodox,180.34,,205,1,3,0,0,0,0,0,1,0,Orthodox,182.88,187.96,205,34,32
David Branch,Rousimar Palhares,3/3/2011,"Louisville, Kentucky, USA",Blue,Middleweight,4,2,0,0,0,1,0,3,0,Orthodox,172.72,180.34,170,2,1,0,0,0,2,0,0,0,Orthodox,185.42,198.12,185,31,29
Chris Camozzi,Kyle Noke,2/26/2011,"Sydney, New South Wales, Australia",Blue,Middleweight,2,0,0,0,0,0,1,1,0,Southpaw,185.42,193.04,170,2,0,0,0,1,1,0,0,0,Orthodox,187.96,190.5,185,30,24
Brian Ebersole,Chris Lytle,2/26/2011,"Sydney, New South Wales, Australia",Red,Welterweight,9,9,0,0,0,3,1,5,0,Orthodox,180.34,172.72,170,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,36,30
Nick Ring,Riki Fukuda,2/26/2011,"Sydney, New South Wales, Australia",Red,Middleweight,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,185,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,185,30,32
George Sotiropoulos,Dennis Siver,2/26/2011,"Sydney, New South Wales, Australia",Blue,Lightweight,6,4,0,0,0,1,3,2,0,Orthodox,167.64,177.8,145,7,0,0,0,0,2,1,4,0,Orthodox,177.8,180.34,155,32,33
Alexander Gustafsson,James Te Huna,2/26/2011,"Sydney, New South Wales, Australia",Red,LightHeavyweight,1,0,0,0,0,0,1,0,0,Orthodox,187.96,190.5,185,2,1,0,0,0,0,1,1,0,Orthodox,195.58,200.66,205,29,24
BJ Penn,Jon Fitch,2/26/2011,"Sydney, New South Wales, Australia",Draw,Welterweight,13,1,0,0,1,8,1,3,0,Orthodox,182.88,187.96,170,12,7,0,0,0,1,6,4,1,Orthodox,175.26,177.8,155,33,32
Michael Bisping,Jorge Rivera,2/26/2011,"Sydney, New South Wales, Australia",Red,Middleweight,7,5,0,0,1,2,4,0,0,Orthodox,185.42,185.42,185,10,3,0,0,1,3,6,0,0,Orthodox,185.42,190.5,185,38,31
Ross Pearson,Spencer Fisher,2/26/2011,"Sydney, New South Wales, Australia",Red,Lightweight,9,5,0,0,0,4,2,2,1,Southpaw,170.18,172.72,155,3,1,0,0,0,2,0,0,1,Orthodox,172.72,175.26,155,34,26
Zhang Tiequan,Jason Reinhardt,2/26/2011,"Sydney, New South Wales, Australia",Red,Featherweight,0,1,0,0,0,0,0,0,0,Orthodox,167.64,,135,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,41,32
Tom Blackledge,Anthony Perosh,2/26/2011,"Sydney, New South Wales, Australia",Blue,LightHeavyweight,0,3,0,0,0,0,0,0,0,Orthodox,190.5,190.5,205,0,0,0,0,0,0,0,0,0,Orthodox,,,205,38,
Maciej Jewtuszko,Curt Warburton,2/26/2011,"Sydney, New South Wales, Australia",Blue,Lightweight,0,1,0,0,0,0,0,0,0,Orthodox,182.88,185.42,155,0,0,0,0,0,0,0,0,0,Southpaw,182.88,,155,,30
Mark Hunt,Chris Tuchscherer,2/26/2011,"Sydney, New South Wales, Australia",Red,Heavyweight,1,2,0,1,0,0,0,0,0,Orthodox,187.96,193.04,258,0,1,0,0,0,0,0,0,0,Orthodox,177.8,182.88,265,35,36
Jake Ellenberger,Carlos Eduardo Rocha,2/5/2011,"Las Vegas, Nevada, USA",Red,Welterweight,1,0,0,0,0,0,0,1,0,Orthodox,177.8,185.42,170,2,1,0,0,0,0,1,0,1,Orthodox,175.26,180.34,170,29,25
Norifumi Yamamoto,Demetrious Johnson,2/5/2011,"Las Vegas, Nevada, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,160.02,167.64,125,0,0,0,0,0,0,0,0,0,Southpaw,162.56,167.64,135,24,33
Jon Jones,Ryan Bader,2/5/2011,"Las Vegas, Nevada, USA",Red,LightHeavyweight,5,0,0,0,0,3,2,0,0,Orthodox,187.96,187.96,205,5,1,0,0,0,2,2,1,0,Orthodox,193.04,213.36,205,27,23
Miguel Torres,Antonio Banuelos,2/5/2011,"Las Vegas, Nevada, USA",Red,Bantamweight,0,0,0,0,0,0,0,0,0,Orthodox,165.1,160.02,135,0,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,135,31,30
Chad Mendes,Michihiro Omigawa,2/5/2011,"Las Vegas, Nevada, USA",Red,Featherweight,0,2,0,0,0,0,0,0,0,Orthodox,167.64,172.72,145,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,145,35,25
Anderson Silva,Vitor Belfort,2/5/2011,"Las Vegas, Nevada, USA",Red,Middleweight,8,4,0,0,0,0,6,1,1,Southpaw,182.88,187.96,185,12,0,0,0,0,2,7,3,0,Southpaw,187.96,195.58,185,33,35
Donald Cerrone,Paul Kelly,2/5/2011,"Las Vegas, Nevada, USA",Red,Lightweight,5,3,0,0,0,3,1,1,0,Orthodox,175.26,177.8,155,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.42,155,26,27
Forrest Griffin,Rich Franklin,2/5/2011,"Las Vegas, Nevada, USA",Red,LightHeavyweight,13,4,0,0,0,3,8,1,1,Southpaw,185.42,193.04,185,8,4,0,0,1,4,1,2,0,Orthodox,190.5,195.58,205,36,31
Kyle Kingsbury,Ricardo Romero,2/5/2011,"Las Vegas, Nevada, USA",Red,LightHeavyweight,1,0,0,0,0,0,0,1,0,Orthodox,182.88,193.04,205,2,1,0,0,1,1,0,0,0,Orthodox,193.04,200.66,205,32,28
Paul Taylor,Gabe Ruediger,2/5/2011,"Las Vegas, Nevada, USA",Red,Lightweight,0,2,0,0,0,0,0,0,0,Orthodox,177.8,,155,3,5,0,0,1,1,1,0,0,Orthodox,182.88,182.88,155,33,31
Mike Pierce,Kenny Robertson,2/5/2011,"Las Vegas, Nevada, USA",Red,Welterweight,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,3,1,0,0,0,2,0,1,0,Orthodox,172.72,180.34,170,26,30
Cole Miller,Matt Wiman,1/22/2011,"Killeen, Texas, USA",Blue,Lightweight,6,3,0,0,0,2,2,2,0,Orthodox,177.8,172.72,155,6,2,0,0,0,1,1,4,0,Orthodox,185.42,185.42,145,27,26
Pat Barry,Joey Beltran,1/22/2011,"Killeen, Texas, USA",Red,Heavyweight,2,1,0,0,0,1,1,0,0,Orthodox,185.42,190.5,185,2,2,0,0,0,0,2,0,0,Orthodox,180.34,187.96,235,29,31
Matt Mitrione,Tim Hague,1/22/2011,"Killeen, Texas, USA",Red,Heavyweight,1,3,0,0,0,0,0,1,0,Orthodox,193.04,193.04,260,3,0,0,0,0,1,2,0,0,Switch,190.5,208.28,265,27,32
Melvin Guillard,Evan Dunham,1/22/2011,"Killeen, Texas, USA",Red,Lightweight,4,1,0,0,2,0,1,1,0,Southpaw,177.8,177.8,155,8,4,0,0,2,1,4,0,1,Orthodox,175.26,180.34,155,29,27
Mark Hominick,George Roop,1/22/2011,"Killeen, Texas, USA",Red,Featherweight,1,2,0,0,1,0,0,0,0,Orthodox,185.42,182.88,135,2,0,0,0,0,1,0,1,0,Orthodox,172.72,172.72,145,29,28
Rani Yahya,Mike Brown,1/22/2011,"Killeen, Texas, USA",Red,Featherweight,0,2,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,135,35,26
DaMarques Johnson,Mike Guymon,1/22/2011,"Killeen, Texas, USA",Red,Welterweight,1,2,0,0,0,1,0,0,0,Orthodox,182.88,187.96,170,2,2,0,0,0,0,1,1,0,Orthodox,185.42,190.5,170,36,28
Cody McKenzie,Yves Edwards,1/22/2011,"Killeen, Texas, USA",Blue,Lightweight,7,4,0,0,1,2,3,1,0,Southpaw,175.26,185.42,155,1,0,0,0,0,0,0,1,0,Switch,182.88,182.88,155,34,23
Waylon Lowe,Willamy Freire,1/22/2011,"Killeen, Texas, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,,172.72,,155,1,1,0,0,1,0,0,0,0,Southpaw,170.18,,145,23,30
Will Campuzano,Chris Cariaso,1/22/2011,"Killeen, Texas, USA",Blue,Bantamweight,0,0,0,0,0,0,0,0,0,Southpaw,160.02,162.56,125,0,1,0,0,0,0,0,0,0,Orthodox,175.26,177.8,125,29,24
Charlie Brenneman,Amilcar Alves,1/22/2011,"Killeen, Texas, USA",Red,Welterweight,0,1,0,0,0,0,0,0,0,Southpaw,182.88,,170,1,1,0,0,0,1,0,0,0,Orthodox,177.8,177.8,155,22,29
Phil Baroni,Brad Tavares,1/1/2011,"Las Vegas, Nevada, USA",Blue,Middleweight,1,0,0,0,0,1,0,0,0,Orthodox,185.42,187.96,185,3,6,0,0,0,1,2,0,0,Orthodox,175.26,182.88,170,23,34
Jeremy Stephens,Marcus Davis,1/1/2011,"Las Vegas, Nevada, USA",Red,Lightweight,9,5,0,0,1,1,3,4,0,Southpaw,177.8,177.8,170,5,5,0,0,1,1,2,0,1,Orthodox,175.26,180.34,145,37,24
Brandon Vera,Thiago Silva,1/1/2011,"Las Vegas, Nevada, USA",Draw,LightHeavyweight,5,2,0,0,0,0,5,0,0,Orthodox,187.96,187.96,205,7,5,0,0,0,2,4,1,0,Orthodox,190.5,198.12,230,28,33
Chris Leben,Brian Stann,1/1/2011,"Las Vegas, Nevada, USA",Blue,Middleweight,3,2,0,0,0,2,0,1,0,Orthodox,185.42,187.96,205,11,5,0,0,1,2,6,2,0,Southpaw,180.34,185.42,185,30,30
Dustin Poirier,Josh Grispi,1/1/2011,"Las Vegas, Nevada, USA",Red,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,145,0,0,0,0,0,0,0,0,0,Southpaw,175.26,182.88,155,22,21
Nate Diaz,Dong Hyun Kim,1/1/2011,"Las Vegas, Nevada, USA",Blue,Welterweight,4,1,0,0,1,2,1,0,0,Southpaw,187.96,193.04,170,8,3,0,0,1,0,1,6,0,Southpaw,182.88,193.04,170,29,25
Clay Guida,Takanori Gomi,1/1/2011,"Las Vegas, Nevada, USA",Red,Lightweight,1,1,0,0,0,0,1,0,0,Southpaw,170.18,177.8,155,7,5,0,0,2,1,1,3,0,Orthodox,170.18,177.8,155,32,29
Frankie Edgar,Gray Maynard,1/1/2011,"Las Vegas, Nevada, USA",Draw,Lightweight,8,1,0,0,2,5,1,0,0,Orthodox,175.26,177.8,155,8,1,0,0,0,6,1,1,0,Orthodox,167.64,172.72,135,31,29
Mike Brown,Diego Nunes,1/1/2011,"Las Vegas, Nevada, USA",Blue,Featherweight,0,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,145,0,1,0,0,0,0,0,0,0,Orthodox,167.64,177.8,145,28,35
Daniel Roberts,Greg Soto,1/1/2011,"Las Vegas, Nevada, USA",Red,Welterweight,1,1,0,0,0,1,0,0,0,Orthodox,180.34,185.42,170,2,1,0,0,1,0,0,1,0,Southpaw,177.8,187.96,170,24,30
Jacob Volkmann,Antonio McKee,1/1/2011,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Southpaw,172.72,,155,2,2,0,0,1,1,0,0,0,Southpaw,175.26,180.34,155,40,30
Jim Miller,Charles Oliveira,12/11/2010,"Montreal, Quebec, Canada",Red,Lightweight,2,0,0,0,0,0,0,2,0,Orthodox,177.8,187.96,155,7,1,0,0,0,4,1,2,0,Southpaw,172.72,180.34,155,21,27
Thiago Alves,John Howard,12/11/2010,"Montreal, Quebec, Canada",Red,Welterweight,4,1,0,0,2,0,2,0,0,Orthodox,170.18,182.88,170,9,4,0,0,0,2,6,0,1,Orthodox,175.26,177.8,170,27,27
Stefan Struve,Sean McCorkle,12/11/2010,"Montreal, Quebec, Canada",Red,Heavyweight,1,0,0,0,0,0,0,1,0,Orthodox,200.66,205.74,265,4,2,0,1,0,0,1,2,0,Orthodox,210.82,213.36,265,34,22
Joe Stevenson,Mac Danzig,12/11/2010,"Montreal, Quebec, Canada",Blue,Lightweight,3,4,0,0,0,1,0,2,0,Orthodox,172.72,177.8,155,8,5,0,0,0,3,1,3,1,Orthodox,170.18,177.8,145,30,28
Joe Doerksen,Dan Miller,12/11/2010,"Montreal, Quebec, Canada",Blue,Middleweight,4,3,0,0,0,1,0,3,0,Orthodox,185.42,187.96,185,2,6,0,0,0,0,0,2,0,Orthodox,182.88,190.5,185,29,33
Mark Bocek,Dustin Hazelett,12/11/2010,"Montreal, Quebec, Canada",Red,Lightweight,5,4,0,0,0,1,0,4,0,Orthodox,185.42,193.04,170,4,3,0,0,0,1,0,3,0,Orthodox,172.72,190.5,155,24,29
Georges St-Pierre,Josh Koscheck,12/11/2010,"Montreal, Quebec, Canada",Red,Welterweight,13,4,0,0,0,5,5,3,0,Orthodox,177.8,185.42,170,14,2,0,0,1,6,5,2,0,Orthodox,180.34,193.04,185,33,29
Jesse Bongfeldt,Rafael Natal,12/11/2010,"Montreal, Quebec, Canada",Draw,Middleweight,0,1,0,0,0,0,0,0,0,Orthodox,182.88,195.58,185,0,0,0,0,0,0,0,0,0,Orthodox,182.88,,185,27,30
TJ Grant,Ricardo Almeida,12/11/2010,"Montreal, Quebec, Canada",Blue,Welterweight,5,4,0,0,0,2,0,3,0,Orthodox,182.88,187.96,170,3,2,0,0,1,1,1,0,0,Orthodox,177.8,182.88,155,34,26
Pat Audinwood,John Makdessi,12/11/2010,"Montreal, Quebec, Canada",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,155,0,1,0,0,0,0,0,0,0,Orthodox,182.88,,155,25,24
Matthew Riddle,Sean Pierson,12/11/2010,"Montreal, Quebec, Canada",Blue,Welterweight,0,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,170,5,1,0,0,0,3,1,0,0,Southpaw,185.42,193.04,170,34,24
Johny Hendricks,Rick Story,12/4/2010,"Las Vegas, Nevada, USA",Blue,Welterweight,4,1,0,0,2,0,1,1,0,Southpaw,175.26,180.34,170,4,0,0,1,0,1,2,0,0,Southpaw,175.26,175.26,185,26,27
Kendall Grove,Demian Maia,12/4/2010,"Las Vegas, Nevada, USA",Blue,Middleweight,7,2,0,0,0,2,0,5,0,Southpaw,185.42,182.88,170,7,4,0,0,2,1,2,2,0,Orthodox,198.12,200.66,185,33,28
Sako Chivitchian,Kyle Watson,12/4/2010,"Las Vegas, Nevada, USA",Blue,Lightweight,0,0,0,0,0,0,0,0,0,Southpaw,182.88,,155,0,0,0,0,0,0,0,0,0,,180.34,,155,31,26
Stephan Bonnar,Igor Pokrajac,12/4/2010,"Las Vegas, Nevada, USA",Red,LightHeavyweight,1,2,0,0,0,0,0,1,0,Orthodox,182.88,187.96,205,6,6,0,0,0,2,2,2,0,Orthodox,193.04,200.66,205,31,33
Cody McKenzie,Aaron Wilkinson,12/4/2010,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,,177.8,,155,0,0,0,0,0,0,0,0,0,Switch,182.88,182.88,155,23,22
Nam Phan,Leonard Garcia,12/4/2010,"Las Vegas, Nevada, USA",Blue,Featherweight,1,2,0,0,0,0,0,1,0,Orthodox,177.8,172.72,145,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,31,27
Jonathan Brookins,Michael Johnson,12/4/2010,"Las Vegas, Nevada, USA",Red,Lightweight,0,0,0,0,0,0,0,0,0,Southpaw,177.8,185.42,155,0,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,145,24,25
